,freqs,traits,metabolites,resources,density
0,0.0,0.0,0,0.6945704900070745,0
1,1.0,0.0,0,0.5510403771917806,1550
2,0.0,0.0,0,0.8077935761768938,0
3,1.0,0.0,0,0.8994160583964048,748
4,0.0,0.0,0,0.7387795703964437,0
5,0.0,0.0,0,0.5521118125418997,0
6,0.0,0.0,0,0.979976602418125,0
7,0.0,0.0,0,0.681943799529186,0
8,0.0,0.0,0,0.7130818628173158,0
9,0.0,0.0,0,0.6319092366491103,0
10,1.0,0.0,0,0.7549599402874139,3334
11,0.0,0.0,0,0.6948779702593797,0
12,1.0,0.0,0,0.6153322837702134,1064
13,1.0,0.0,0,0.49985496974484445,2252
14,0.0,0.0,0,0.5692838374184629,0
15,0.0,0.0,0,0.6338631509779018,0
16,0.0,0.0,0,0.7844260628104001,0
17,0.0,0.0,0,0.8420440352771627,0
18,1.0,0.0,0,0.5685684021327495,808
19,0.0,0.0,0,0.7606081207907478,0
20,1.0,0.0,0,0.614222000414034,1070
21,0.0,0.0,0,0.5359366287908849,0
22,0.0,0.0,0,1.0254735171807563,0
23,1.0,0.0,0,0.6455762511456314,1344
24,0.0,0.0,0,0.9109050102213397,0
25,1.0,0.0,0,0.6434446564797701,1032
26,1.0,0.0,0,0.6600520804072746,1794
27,1.0,0.0,0,0.545687459585293,2476
28,1.0,0.0,0,0.7120623934079332,884
29,1.0,0.0,0,0.6994616314983693,1442
30,1.0,0.0,0,0.5453386353646282,1788
31,1.0,0.0,0,0.31607000318025313,42700
32,1.0,0.0,0,2.1888252533080945,1312
33,0.0,0.0,0,0.677636496884597,0
34,1.0,0.0,0,0.5443644121304393,1656
35,0.0,0.0,0,0.6728481461074657,0
36,1.0,0.0,0,1.2940105694964072,856
37,1.0,0.0,0,0.696802824368272,1324
38,1.0,0.0,0,0.6674383349475899,1108
39,1.0,0.0,0,0.597264588250367,2272
40,0.0,0.0,0,0.7528008454291235,0
41,0.0,0.0,0,0.8511515687637006,0
42,1.0,0.0,0,1.0599572731292817,1102
43,1.0,0.0,0,0.8904754628416652,1260
44,1.0,0.0,0,0.5644584354513432,1646
45,0.0,0.0,0,0.5247661764153327,0
46,0.44201520912547526,0.0,0,0.4908247068489364,930
47,0.0,0.0,0,0.8513576106004235,0
48,1.0,0.0,0,0.6581474870444795,1102
49,1.0,0.0,0,0.6847482574501808,888
50,1.0,0.0,0,0.6666820926179039,1834
51,0.0,0.0,0,0.610023856444023,0
52,1.0,0.0,0,0.7421959245623616,898
53,1.0,0.0,0,0.8452583153093866,2192
54,0.0,0.0,0,0.6252997470029837,0
55,0.0,0.0,0,0.7353787167030607,0
56,0.0,0.0,0,0.5670774268960186,0
57,1.0,0.0,0,1.364755113531659,650
58,0.0,0.0,0,0.730202680397809,0
59,0.0,0.0,0,0.5349982258964376,0
60,1.0,0.0,0,0.8069089427504046,598
61,0.0,0.0,0,0.3989277159338348,0
62,1.0,0.0,0,0.5197552172426257,1614
63,1.0,0.0,0,0.6210828623947721,1604
64,1.0,0.0,0,0.6331624184317671,666
65,0.0,0.0,0,0.7232692393664278,0
66,0.0,0.0,0,0.40199672676340636,0
67,0.0,0.0,0,0.1811072509782054,0
68,0.0,0.0,0,0.5953106666586166,0
69,1.0,0.0,0,1.1148539753220585,1242
70,1.0,0.0,0,0.4403327004442198,13560
71,1.0,0.0,0,0.5091684097259117,3144
72,1.0,0.0,0,0.5378347919028843,3380
73,0.0,0.0,0,0.5966484793927106,0
74,0.0,0.0,0,0.7197990463749386,0
75,0.0,0.0,0,0.6930650127495854,0
76,1.0,0.0,0,0.6029855088266037,1470
77,1.0,0.0,0,0.6607656681595895,790
78,1.0,0.0,0,0.42211069465932655,7244
79,1.0,0.0,0,0.5959496196550459,1506
80,0.0,0.0,0,0.4189981386542971,0
81,1.0,0.0,0,0.691007015682466,1924
82,1.0,0.0,0,0.782064848762355,1478
83,1.0,0.0,0,0.6117742141173825,1272
84,1.0,0.0,0,0.6416876516694537,656
85,0.0,0.0,0,0.48541639406630926,0
86,1.0,0.0,0,0.8894132326503471,1882
87,0.0,0.0,0,0.825096423808624,0
88,0.0,0.0,0,0.604283385785352,0
89,0.0,0.0,0,0.5906013226006682,0
90,0.0,0.0,0,0.7083931759027219,0
91,0.0,0.0,0,0.439842597867069,0
92,0.0,0.0,0,0.6473516692359207,0
93,0.0,0.0,0,0.6088756377015873,0
94,0.0,0.0,0,0.5794757177668953,0
95,0.0,0.0,0,0.5630505791595123,0
96,1.0,0.0,0,1.0148901327743942,1722
97,0.0,0.0,0,0.5768975782993669,0
98,0.0,0.0,0,0.6126596430475605,0
99,0.0,0.0,0,0.8858872187302941,0
100,0.0,0.0,0,0.6339671660839219,0
101,1.0,0.0,0,0.48897521708236785,1392
102,1.0,0.0,0,0.4845474696392932,3614
103,0.0,0.0,0,0.7251763499977651,0
104,1.0,0.0,0,0.5912630033924323,1418
105,0.0,0.0,0,0.5330605757586345,0
106,0.0,0.0,0,0.6215662237486154,0
107,0.0,0.0,0,0.32678179955514974,0
108,1.0,0.0,0,0.562194214483023,1408
109,0.0,0.0,0,0.829166695230769,0
110,0.0,0.0,0,0.48837008423669,0
111,0.0,0.0,0,0.5242833955906137,0
112,0.0,0.0,0,0.6040107701708872,0
113,0.0,0.0,0,0.4771970484391974,0
114,0.0,0.0,0,0.7266664445342224,0
115,1.0,0.0,0,0.7623926746709988,1656
116,1.0,0.0,0,0.5758311822575279,812
117,1.0,0.0,0,0.611626555205915,1370
118,0.0,0.0,0,0.5572332741533664,0
119,0.0,0.0,0,0.4179090217740698,0
120,0.0,0.0,0,0.6242554363134537,0
121,0.0,0.0,0,2.2246306308994312,0
122,1.0,0.0,0,0.7411287003392085,1724
123,1.0,0.0,0,0.6827304389854968,1666
124,0.0,0.0,0,0.852316376364335,0
125,0.0,0.0,0,0.5996137466637642,0
