,freqs,traits,metabolites,resources,density,mean_density
0,0.375,0.0,0,1.632550186820973,40,15.041958041958042
1,1.0,0.0,0,0.3752211103569269,10,19.875124875124875
2,0.0,0.0,0,0.44519289529362127,18,19.71228771228771
3,1.0,0.0,0,1.4233982927554762,4,11.95004995004995
4,0.9629629629629629,0.0,0,1.0618897507255183,27,28.754245754245755
5,0.0,0.0,0,1.6332415543876857,25,20.20779220779221
6,0.9444444444444444,0.0,0,1.566427556453883,36,15.97202797202797
7,1.0,0.0,0,0.7297061290251262,51,40.374625374625374
8,0.0,0.0,0,0.933187212145216,10,16.197802197802197
9,0.125,0.0,0,1.5850279752297642,16,15.206793206793206
10,0.0,0.0,0,0.9519064323311305,28,14.902097902097902
11,1.0,0.0,0,0.6109752151787897,10,14.503496503496503
12,0.11538461538461539,0.0,0,1.9139016058944884,52,21.79020979020979
13,1.0,0.0,0,1.3710474405581956,60,23.452547452547453
14,0.8055555555555556,0.0,0,0.8090844775150551,36,32.82317682317682
15,1.0,0.0,0,0.8110294140519199,55,42.121878121878126
16,0.0,0.0,0,0.6313941897242892,28,24.635364635364635
17,1.0,0.0,0,0.5692339514549013,12,20.121878121878122
18,1.0,0.0,0,0.4623217230846213,6,13.925074925074924
19,1.0,0.0,0,0.9496708491007452,25,29.515484515484516
20,1.0,0.0,0,0.832070350214354,22,23.753246753246753
21,1.0,0.0,0,0.6442027334100116,4,13.564435564435565
22,0.1724137931034483,0.0,0,1.7176926798611243,29,15.42157842157842
23,1.0,0.0,0,0.5503499201400343,23,30.956043956043956
24,0.0,0.0,0,0.8170973247134944,10,17.966033966033965
25,0.07692307692307693,0.0,0,1.4745358810122033,13,16.57042957042957
26,1.0,0.0,0,0.9918741236843787,2,11.223776223776223
27,1.0,0.0,0,1.4292685591906706,14,15.1008991008991
28,0.0,0.0,0,2.788562878875664,56,28.27272727272727
29,0.0,0.0,0,1.6691246045735488,12,15.753246753246753
30,0.019801980198019802,0.0,0,1.49180492767515,101,29.929070929070928
31,1.0,0.0,0,1.6427901909270326,5,12.99000999000999
32,0.6470588235294118,0.0,0,1.6976563147278245,17,20.63336663336663
33,0.5510204081632653,0.0,0,0.8268244779616217,49,29.488511488511488
34,0.0,0.0,0,0.7550448219028423,35,26.352647352647352
35,0.14285714285714285,0.0,0,2.1995903340592156,7,9.21078921078921
36,0.13793103448275862,0.0,0,0.6575399678296052,29,19.864135864135864
37,0.0,0.0,0,0.4780179749928063,5,15.478521478521479
38,0.0,0.0,0,1.1007699695263626,17,14.523476523476523
39,0.022222222222222223,0.0,0,1.6554938099648457,45,16.958041958041957
40,1.0,0.0,0,1.0146368899159395,38,20.61638361638362
41,0.868421052631579,0.0,0,1.6650954380196659,38,16.515484515484516
42,0.5,0.0,0,1.3197438753256365,8,13.192807192807193
43,0.043478260869565216,0.0,0,0.9715434447538062,23,18.07092907092907
44,1.0,0.0,0,0.5009448810090155,29,26.1968031968032
45,0.3888888888888889,0.0,0,1.8008832641775716,36,13.477522477522477
46,1.0,0.0,0,0.738164968190514,27,23.24775224775225
47,0.0,0.0,0,1.5425091963917448,63,31.37862137862138
48,1.0,0.0,0,0.7081964221182108,63,18.12987012987013
49,1.0,0.0,0,0.6653196980641458,17,25.157842157842158
50,1.0,0.0,0,0.9778184196378015,38,18.89110889110889
51,0.08333333333333333,0.0,0,0.7029151106680906,24,12.539460539460539
52,0.0,0.0,0,0.6411292561225393,6,12.464535464535464
53,1.0,0.0,0,0.6906246492951166,30,20.0989010989011
54,1.0,0.0,0,0.7124098732882141,45,35.25474525474526
55,0.7619047619047619,0.0,0,0.851168833370742,21,24.03396603396603
56,1.0,0.0,0,0.5676879160890843,23,22.829170829170828
57,0.0,0.0,0,0.5598820157109503,3,11.842157842157842
58,0.631578947368421,0.0,0,1.2602321515372594,19,17.71028971028971
59,0.0,0.0,0,1.5112939742897773,56,17.78821178821179
60,0.0,0.0,0,0.48133298477983566,9,18.03096903096903
61,0.1875,0.0,0,3.0462441951464214,16,7.834165834165835
